s,a,r,sp
23171,3,-25,23170
23170,3,-25,23669
23669,3,-25,23668
23668,3,-25,24167
24167,3,-25,24167
24167,3,-25,24667
24667,3,-25,24667
24667,3,-25,25167
25167,5,-25,25667
25667,5,-25,26168
26168,5,-25,26669
26669,5,-25,27171
27171,5,-25,27673
27673,5,-25,28175
28175,5,-25,28677
28677,5,-25,29180
29180,5,-25,29684
29684,5,-25,29687
29687,5,-25,30191
30191,5,-25,30695
30695,5,-25,30699
30699,5,-25,31203
31203,5,-25,31207
31207,5,-25,31212
31212,5,-25,31216
31216,5,-25,31221
31221,5,-25,31226
31226,5,-25,31230
31230,5,-25,31235
31235,5,-25,31239
31239,5,-25,30743
30743,5,-25,30747
30747,5,-25,30251
30251,5,-25,30254
30254,5,-25,29758
29758,5,-25,29261
29261,5,-25,28764
28764,5,-25,28766
28766,5,-25,28268
28268,5,-25,27770
27770,5,-25,27272
27272,5,-25,26773
26773,5,-25,26274
26274,5,-25,25774
25774,5,-25,25274
25274,5,-25,24774
24774,3,-25,23773
23773,3,-25,23272
23272,3,-25,22270
22270,3,-25,21267
21267,3,-25,20764
20764,3,-25,19761
19761,3,-25,19257
19257,3,-25,18752
18752,3,-25,17747
17747,3,-25,17242
17242,3,-25,16736
16736,3,-25,16230
16230,3,-25,15723
15723,3,-25,15717
15717,3,-25,15210
15210,3,-25,15203
15203,3,-25,14696
14696,3,-25,14689
14689,3,-25,14681
14681,3,-25,14674
14674,3,-25,15167
15167,3,-25,15161
15161,3,-25,15654
15654,3,-25,16148
16148,3,-25,16142
16142,3,-25,16636
16636,3,-25,17131
17131,3,-25,17626
17626,3,-25,18621
18621,3,-25,19117
19117,3,-25,19613
19613,3,-25,20110
20110,3,-25,21107
21107,3,-25,21605
21605,3,-25,22103
22103,3,-25,23102
23102,3,-25,23601
23601,3,-25,24601
24601,3,-25,25101
25101,5,-25,26102
26102,5,-25,27103
27103,5,-25,28106
28106,5,-25,29109
29109,5,-25,30112
30112,5,-25,31117
31117,5,-25,32122
32122,5,-25,33128
33128,5,-25,33634
33634,5,-25,34641
34641,5,-25,35648
35648,5,-25,36156
36156,5,-25,36665
36665,5,-25,37674
37674,5,-25,37683
37683,5,-25,38192
38192,5,-25,38702
38702,5,-25,38712
38712,5,-25,38722
38722,5,-25,38731
38731,5,-25,38741
38741,5,-25,38751
38751,5,-25,38260
38260,5,-25,37769
37769,5,-25,37278
37278,5,-25,36786
36786,5,-25,36294
36294,5,-25,35802
35802,5,-25,34809
34809,5,-25,34315
34315,5,-25,33821
33821,5,-25,32827
32827,5,-25,32332
32332,5,-25,31336
31336,5,-25,30340
30340,5,-25,29843
29843,5,-25,28846
28846,5,-25,28348
28348,5,-25,27350
27350,5,-25,26851
26851,5,-25,25851
25851,5,-25,25351
25351,5,-25,24351
24351,3,-25,23350
23350,3,-25,22348
22348,3,-25,20845
20845,3,-25,19841
19841,3,-25,18837
18837,3,-25,17832
17832,3,-25,16826
16826,3,-25,15819
15819,3,-25,14812
14812,3,-25,13804
13804,3,-25,12795
12795,3,-25,11785
11785,3,-25,10775
10775,3,-25,9765
9765,3,-25,9253
9253,3,-25,8242
8242,3,-25,7730
7730,3,-25,7217
7217,3,-25,7205
7205,3,-25,7192
7192,3,-25,7179
7179,3,-25,7167
7167,3,-25,7154
7154,3,-25,7642
7642,3,-25,8130
8130,3,-25,8619
8619,3,-25,9108
9108,3,-25,10097
10097,3,-25,10587
10587,3,-25,11578
11578,3,-25,12069
12069,3,-25,13060
13060,3,-25,13552
13552,3,-25,14545
14545,3,-25,15038
15038,3,-25,16032
16032,3,-25,16526
16526,3,-25,17021
17021,3,-25,18016
18016,3,-25,18512
18512,3,-25,19008
19008,3,-25,19504
19504,3,-25,20001
20001,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,5,-25,27003
27003,5,-25,28006
28006,5,-25,28508
28508,5,-25,29512
29512,5,-25,30516
30516,5,-25,31520
31520,5,-25,32526
32526,5,-25,33532
33532,5,-25,34539
34539,5,-25,35546
35546,5,-25,36554
36554,5,-25,37563
37563,5,-25,38573
38573,5,-25,39584
39584,5,-25,41095
41095,5,-25,42107
42107,5,-25,43120
43120,5,-25,43633
43633,5,-25,44647
44647,5,-25,45662
45662,5,-25,46177
46177,5,-25,46692
46692,5,-25,46707
46707,5,-25,47223
47223,5,-25,46738
46738,5,-25,46754
46754,5,-25,46269
46269,5,-25,45784
45784,5,-25,45298
45298,5,-25,44812
44812,5,-25,44325
44325,5,-25,43338
43338,5,-25,42350
42350,5,-25,41862
41862,5,-25,40874
40874,5,-25,40384
40384,5,-25,39895
39895,5,-25,38904
38904,5,-25,38414
38414,5,-25,37923
37923,5,-25,37432
37432,5,-25,37440
37440,5,-25,36949
36949,5,-25,36957
36957,5,99975,36965
25343,4,0,24709
24709,4,0,24709
24709,4,0,24709
24709,2,-100,24209
24209,3,-25,24208
24208,5,-25,24208
24208,5,-25,24708
24708,5,-25,24707
24707,4,0,24707
24707,5,-25,24707
24707,3,-25,24707
24707,4,0,24706
24706,4,0,24706
24706,2,-100,24206
24206,3,-25,24205
24205,2,-100,23704
23704,4,0,23703
23703,5,-25,23702
23702,5,-25,24202
24202,2,-100,23701
23701,4,0,23700
23700,5,-25,24199
24199,3,-25,23699
23699,5,-25,24198
24198,5,-25,24198
24198,2,-100,24197
24197,4,0,24197
24197,4,0,24196
24196,5,-25,24696
24696,3,-25,24696
24696,4,0,24695
24695,2,-100,24195
24195,3,-25,24195
24195,2,-100,24194
24194,3,-25,24193
24193,2,-100,23693
23693,2,-100,23692
23692,2,-100,23691
23691,5,-25,23690
23690,2,-100,23689
23689,4,0,23688
23688,2,-100,23688
23688,2,-100,23687
23687,3,-25,23686
23686,3,-25,23685
23685,5,-25,24184
24184,4,0,24184
24184,4,0,24683
24683,3,-25,24683
24683,2,-100,24683
24683,2,-100,24182
24182,2,-100,24182
24182,5,-25,24682
24682,2,-100,24682
24682,3,-25,24681
24681,3,-25,24681
24681,4,0,25181
25181,3,-25,25182
25182,5,-25,25682
25682,5,-25,26183
26183,5,-25,26184
26184,3,-25,26185
26185,4,0,26686
26686,6,-100,27188
27188,3,-25,27189
27189,5,-25,27691
27691,3,-25,27693
27693,4,0,27695
27695,5,-25,27697
27697,3,-25,27699
27699,4,0,27701
27701,5,-25,28203
28203,6,-100,28205
28205,5,-25,28708
28708,3,-25,28210
28210,5,-25,28713
28713,5,-25,28715
28715,6,-100,28718
28718,4,0,28721
28721,6,-100,28723
28723,6,-100,28726
28726,4,0,28729
28729,6,-100,28731
28731,3,-25,28234
28234,4,0,28236
28236,5,-25,27738
27738,4,0,27239
27239,5,-25,27241
27241,6,-100,27243
27243,6,-100,27244
27244,6,-100,27246
27246,6,-100,26747
26747,5,-25,26748
26748,6,-100,26749
26749,4,0,26250
26250,5,-25,25751
25751,4,0,25251
25251,5,-25,25251
25251,6,-100,24751
24751,3,-25,24250
24250,2,-100,23249
23249,2,-100,22747
22747,2,-100,21745
21745,5,-25,21743
21743,2,-100,20740
20740,4,0,20737
20737,5,-25,20234
20234,3,-25,19730
19730,3,-25,19726
19726,5,-25,19223
19223,4,0,19219
19219,4,0,19214
19214,2,-100,18710
18710,5,-25,18706
18706,2,-100,18701
18701,2,-100,18196
18196,5,-25,18692
18692,3,-25,18187
18187,2,-100,18182
18182,2,-100,18178
18178,4,0,18673
18673,4,0,18669
18669,5,-25,19165
19165,2,-100,19661
19661,3,-25,19657
19657,3,-25,20154
20154,2,-100,20151
20151,2,-100,20648
20648,3,-25,20645
20645,4,0,21642
21642,2,-100,21640
21640,2,-100,22138
22138,2,-100,22636
22636,5,-25,23135
23135,2,-100,23634
23634,4,0,24134
24134,3,-25,24634
24634,4,0,25634
25634,5,-25,26135
26135,5,-25,27137
27137,4,0,27639
27639,5,-25,28641
28641,5,-25,29144
29144,5,-25,30148
30148,5,-25,30652
30652,5,-25,31657
31657,3,-25,31662
31662,3,-25,32167
32167,6,-100,32672
32672,3,-25,33178
33178,3,-25,33184
33184,4,0,33190
33190,5,-25,33696
33696,6,-100,34202
34202,6,-100,34209
34209,4,0,34216
34216,4,0,34222
34222,5,-25,34229
34229,4,0,34235
34235,6,-100,34241
34241,6,-100,33748
33748,4,0,33754
33754,4,0,33259
33259,6,-100,32765
32765,4,0,32270
32270,5,-25,31775
31775,6,-100,31279
31279,5,-25,30783
30783,3,-25,29787
29787,3,-25,29290
29290,4,0,28292
28292,5,-25,27794
27794,4,0,26795
26795,3,-25,25796
25796,4,0,25296
25296,6,-100,24795
24795,4,0,23795
23795,5,-25,23293
23293,4,0,22291
22291,3,-25,21289
21289,2,-100,20286
20286,2,-100,19282
19282,5,-25,18777
18777,4,0,18272
18272,3,-25,17267
17267,5,-25,16761
16761,2,-100,15755
15755,3,-25,15248
15248,3,-25,14741
14741,2,-100,13733
13733,2,-100,13225
13225,2,-100,12716
12716,2,-100,12207
12207,4,0,12198
12198,5,-25,12690
12690,4,0,12681
12681,3,-25,12672
12672,4,0,13164
13164,5,-25,13656
13656,2,-100,13649
13649,3,-25,14141
14141,5,-25,15134
15134,5,-25,15628
15628,3,-25,16622
16622,3,-25,17116
17116,3,-25,17611
17611,5,-25,18607
18607,5,-25,19603
19603,3,-25,20100
20100,3,-25,21097
21097,5,-25,22095
22095,2,-100,22594
22594,2,-100,23093
23093,2,-100,23592
23592,3,-25,24592
24592,4,0,25592
25592,4,0,26093
26093,6,-100,27595
27595,5,-25,28598
28598,6,-100,29601
29601,6,-100,31105
31105,4,0,31610
31610,4,0,32616
32616,6,-100,33622
33622,4,0,34629
34629,4,0,35136
35136,6,-100,36144
36144,3,-25,36652
36652,4,0,37161
37161,6,-100,38170
38170,6,-100,38680
38680,3,-25,38689
38689,6,-100,39200
39200,6,-100,39710
39710,3,-25,39220
39220,3,-25,39230
39230,5,-25,39240
39240,4,0,38749
38749,4,0,38259
38259,6,-100,37768
37768,4,0,37277
37277,6,-100,36785
36785,6,-100,36793
36793,5,-25,35801
35801,6,-100,35308
35308,6,-100,34815
34815,4,0,33821
33821,6,-100,33327
33327,5,-25,32833
32833,4,0,31837
31837,5,-25,30842
30842,4,0,29845
29845,4,0,29348
29348,5,-25,28350
28350,3,-25,27352
27352,5,-25,26353
26353,3,-25,25353
25353,4,0,24352
24352,2,-100,23351
23351,2,-100,21849
21849,3,-25,20846
20846,5,-25,20343
20343,2,-100,18838
18838,5,-25,18333
18333,2,-100,16827
16827,3,-25,15821
15821,3,-25,14814
14814,2,-100,13305
13305,3,-25,12297
12297,2,-100,11287
11287,4,0,10777
10777,3,-25,9766
9766,2,-100,8755
8755,3,-25,8243
8243,5,-25,7731
7731,2,-100,7218
7218,2,-100,6706
6706,2,-100,6693
6693,5,-25,6680
6680,2,-100,6667
6667,3,-25,7154
7154,2,-100,7142
7142,2,-100,7630
7630,2,-100,7618
7618,3,-25,8606
8606,4,0,9095
9095,5,-25,10085
10085,5,-25,11575
11575,3,-25,12066
12066,2,-100,12558
12558,4,0,13550
13550,4,0,14543
14543,5,-25,15536
15536,2,-100,16030
16030,4,0,17025
17025,4,0,18020
18020,3,-25,18515
18515,4,0,19512
19512,4,0,20008
20008,5,-25,21006
21006,5,-25,22003
22003,2,-100,22002
22002,3,-25,25001
25001,5,-25,25501
25501,6,-100,26502
26502,3,-25,27004
27004,5,-25,28006
28006,3,-25,28509
28509,3,-25,29012
29012,3,-25,29516
29516,6,-100,31020
31020,5,-25,32025
32025,6,-100,33030
33030,4,0,33537
33537,3,-25,34544
34544,3,-25,35051
35051,5,-25,36559
36559,4,0,37068
37068,4,0,38077
38077,3,-25,39087
39087,6,-100,40098
40098,3,-25,41110
41110,4,0,41622
41622,3,-25,42634
42634,4,0,43147
43147,4,0,43660
43660,3,-25,44173
44173,4,0,44187
44187,3,-25,44201
44201,6,-100,44715
44715,4,0,44729
44729,4,0,44242
44242,6,-100,44256
44256,3,-25,43769
43769,3,-25,42782
42782,4,0,42294
42294,4,0,41306
41306,6,-100,40817
40817,5,-25,40327
40327,5,-25,39338
39338,4,0,38347
38347,4,0,37356
37356,6,-100,36864
36864,6,-100,36372
36372,3,-25,35379
35379,3,-25,34386
34386,3,-25,33392
33392,5,-25,32897
32897,6,-100,32402
32402,3,-25,31407
31407,4,0,30911
30911,5,-25,30414
30414,6,-100,29917
29917,3,-25,28920
28920,4,0,28423
28423,5,-25,27925
27925,3,-25,27426
27426,4,0,26928
26928,4,0,26428
26428,6,-100,25929
25929,6,-100,25930
25930,5,-25,25430
25430,4,0,24930
24930,4,0,24430
24430,5,-25,24429
24429,3,-25,23428
23428,2,-100,22926
22926,5,-25,22424
22424,2,-100,21421
21421,4,0,20918
20918,4,0,20415
20415,2,-100,19411
19411,3,-25,18406
18406,5,-25,17901
17901,4,0,17396
17396,5,-25,16390
16390,4,0,15883
15883,3,-25,14876
14876,3,-25,13868
13868,2,-100,12359
12359,5,-25,11850
11850,3,-25,10839
10839,3,-25,9828
9828,4,0,8817
8817,2,-100,7304
7304,5,-25,6792
6792,4,0,5778
5778,4,0,5264
5264,3,-25,4250
4250,5,-25,4235
4235,4,0,3720
3720,2,-100,3205
3205,3,-25,3190
3190,4,0,3174
3174,4,0,3659
3659,3,-25,4145
4145,5,-25,4630
4630,4,0,5117
5117,3,-25,6103
6103,2,-100,6590
6590,3,-25,7078
7078,3,-25,8066
8066,3,-25,8555
8555,2,-100,9544
9544,2,-100,10033
10033,4,0,11024
11024,4,0,11514
11514,3,-25,12005
12005,2,-100,25001
25001,5,-25,25501
25501,4,0,26502
26502,6,-100,27504
27504,3,-25,28006
28006,3,-25,28509
28509,4,0,29012
29012,6,-100,30016
30016,6,-100,31520
31520,5,-25,32025
32025,6,-100,33531
33531,6,-100,34538
34538,6,-100,35546
35546,3,-25,36554
36554,3,-25,37063
37063,5,-25,38573
38573,3,-25,39083
39083,4,0,40094
40094,6,-100,41105
41105,4,0,42117
42117,4,0,43130
43130,6,-100,44144
44144,4,0,44658
44658,4,0,45172
45172,6,-100,45686
45686,3,-25,45701
45701,3,-25,45716
45716,3,-25,45230
45230,6,-100,45745
45745,5,-25,45259
45259,6,-100,45273
45273,4,0,44287
44287,6,-100,43800
43800,6,-100,43313
43313,4,0,42826
42826,5,-25,41837
41837,3,-25,40848
40848,4,0,39859
39859,5,-25,39369
39369,6,-100,38378
38378,4,0,37887
37887,3,-25,36895
36895,6,-100,36403
36403,4,0,35411
35411,4,0,34917
34917,5,-25,34424
34424,4,0,33930
33930,3,-25,33436
33436,5,-25,32941
32941,6,-100,32947
32947,3,-25,32452
32452,3,-25,31957
31957,6,99900,31961
25343,3,-25,24703
24703,2,-100,24703
24703,6,-100,24702
24702,7,-225,25203
25203,4,0,25203
25203,5,-25,25203
25203,2,-100,25203
25203,3,-25,25203
25203,5,-25,25203
25203,1,-225,24703
24703,2,-100,24703
24703,6,-100,24703
24703,7,-225,25203
25203,3,-25,25203
25203,6,-100,25204
25204,1,-225,25204
25204,7,-225,25204
25204,7,-225,25705
25705,2,-100,25205
25205,3,-25,25205
25205,2,-100,25205
25205,7,-225,25205
25205,4,0,25206
25206,4,0,25206
25206,1,-225,24706
24706,1,-225,24706
24706,2,-100,24205
24205,3,-25,24204
24204,3,-25,24204
24204,6,-100,24203
24203,2,-100,24203
24203,1,-225,23702
23702,1,-225,23201
23201,4,0,23700
23700,1,-225,23199
23199,6,-100,23698
23698,2,-100,23196
23196,7,-225,23696
23696,7,-225,24195
24195,5,-25,24195
24195,6,-100,24695
24695,3,-25,24695
24695,3,-25,24694
24694,2,-100,24694
24694,5,-25,24694
24694,5,-25,25194
25194,1,-225,24694
24694,7,-225,25194
25194,1,-225,25195
25195,3,-25,25195
25195,5,-25,25195
25195,6,-100,25696
25696,1,-225,25696
25696,4,0,25696
25696,6,-100,26197
26197,4,0,26198
26198,4,0,26199
26199,3,-25,26200
26200,3,-25,26200
26200,1,-225,25701
25701,2,-100,25701
25701,3,-25,25202
25202,3,-25,25202
25202,7,-225,25702
25702,1,-225,25203
25203,7,-225,25703
25703,6,-100,26204
26204,7,-225,26205
26205,3,-25,26205
26205,7,-225,26206
26206,4,0,26208
26208,5,-25,26709
26709,6,-100,26710
26710,6,-100,27211
27211,1,-225,26713
26713,7,-225,26714
26714,3,-25,26715
26715,1,-225,26216
26216,3,-25,26217
26217,2,-100,25717
25717,6,-100,25718
25718,1,-225,25218
25218,4,0,25218
25218,4,0,25218
25218,2,-100,24718
24718,4,0,24217
24217,3,-25,24217
24217,6,-100,24216
24216,1,-225,23716
23716,5,-25,23715
23715,2,-100,23714
23714,5,-25,23713
23713,6,-100,23712
23712,4,0,23711
23711,3,-25,23710
23710,2,-100,23209
23209,5,-25,23207
23207,6,-100,23706
23706,2,-100,23205
23205,5,-25,23204
23204,6,-100,23703
23703,6,-100,24202
24202,1,-225,23701
23701,7,-225,24201
24201,5,-25,24200
24200,5,-25,24200
24200,3,-25,24199
24199,4,0,24199
24199,2,-100,24199
24199,3,-25,24198
24198,2,-100,23697
23697,6,-100,24197
24197,2,-100,24196
24196,2,-100,23695
23695,4,0,23694
23694,6,-100,24194
24194,3,-25,24193
24193,4,0,24193
24193,3,-25,24192
24192,5,-25,24692
24692,1,-225,24692
24692,7,-225,24692
24692,6,-100,25192
25192,3,-25,25192
25192,3,-25,25193
25193,3,-25,25193
25193,5,-25,25693
25693,5,-25,25694
25694,6,-100,26195
26195,2,-100,26196
26196,7,-225,26697
26697,6,-100,26698
26698,3,-25,26699
26699,1,-225,26700
26700,6,-100,26702
26702,1,-225,26703
26703,1,-225,26204
26204,7,-225,26705
26705,1,-225,26206
26206,2,-100,26207
26207,5,-25,26208
26208,5,-25,26209
26209,4,0,26209
26209,3,-25,26210
26210,2,-100,25711
25711,4,0,25711
25711,5,-25,25712
25712,4,0,25712
25712,5,-25,25713
25713,4,0,25713
25713,2,-100,25213
25213,6,-100,25214
25214,1,-225,25214
25214,6,-100,25214
25214,7,-225,25214
25214,6,-100,25715
25715,1,-225,25215
25215,4,0,25215
25215,5,-25,25215
25215,1,-225,24715
24715,5,-25,24715
24715,6,-100,25215
25215,6,-100,25215
25215,2,-100,24715
24715,4,0,24715
24715,6,-100,24715
24715,6,-100,25215
25215,4,0,25215
25215,4,0,24715
24715,3,-25,24715
24715,4,0,24714
24714,4,0,24214
24214,4,0,24213
24213,2,-100,23713
23713,1,-225,23712
23712,1,-225,23210
23210,2,-100,22709
22709,1,-225,22207
22207,5,-25,22705
22705,7,-225,22704
22704,1,-225,22702
22702,3,-25,22200
22200,4,0,22699
22699,4,0,22697
22697,6,-100,22696
22696,5,-25,23194
23194,3,-25,23193
23193,7,-225,23692
23692,1,-225,23191
23191,2,-100,23190
23190,6,-100,23689
23689,2,-100,23688
23688,4,0,23687
23687,3,-25,23686
23686,1,-225,23685
23685,2,-100,23684
23684,4,0,23683
23683,4,0,24183
24183,4,0,24182
24182,1,-225,24182
24182,6,-100,24682
24682,4,0,25182
25182,4,0,25182
25182,2,-100,25182
25182,5,-25,25682
25682,1,-225,25683
25683,4,0,25683
25683,4,0,25684
25684,6,-100,26185
26185,5,-25,26686
26686,2,-100,26687
26687,1,-225,26689
26689,2,-100,26190
26190,4,0,26691
26691,6,-100,27192
27192,1,-225,26694
26694,4,0,27195
27195,3,-25,26696
26696,2,-100,26698
26698,3,-25,26699
26699,3,-25,26700
26700,5,-25,26701
26701,3,-25,26703
26703,5,-25,26704
26704,6,-100,27205
27205,5,-25,27207
27207,6,-100,27709
27709,4,0,27711
27711,5,-25,27713
27713,1,-225,27214
27214,6,-100,27216
27216,2,-100,27217
27217,7,-225,27219
27219,5,-25,27221
27221,2,-100,26722
26722,5,-25,26723
26723,3,-25,26224
26224,2,-100,25725
25725,2,-100,25225
25225,6,-100,25225
25225,5,-25,25226
25226,2,-100,24725
24725,1,-225,24225
24225,3,-25,23724
23724,2,-100,23223
23223,4,0,23222
23222,4,0,23221
23221,6,-100,23219
23219,7,-225,23218
23218,5,-25,23217
23217,5,-25,23216
23216,5,-25,23215
23215,2,-100,23214
23214,4,0,22712
22712,4,0,22711
22711,1,-225,22709
22709,5,-25,22707
22707,2,-100,22205
22205,4,0,22203
22203,2,-100,21701
21701,1,-225,21699
21699,5,-25,21697
21697,5,-25,22195
22195,5,-25,22193
22193,2,-100,22191
22191,4,0,22189
22189,1,-225,22187
22187,3,-25,22185
22185,3,-25,22183
22183,2,-100,22181
22181,4,0,22180
22180,5,-25,22678
22678,6,-100,23677
23677,7,-225,24177
24177,4,0,24176
24176,6,-100,25176
25176,5,-25,25176
25176,5,-25,25677
25677,5,-25,26178
26178,7,-225,26679
26679,2,-100,26681
26681,1,-225,26682
26682,6,-100,27184
27184,3,-25,27185
27185,7,-225,27688
27688,7,-225,28190
28190,3,-25,28192
28192,7,-225,28695
28695,2,-100,28698
28698,4,0,28701
28701,2,-100,28703
28703,2,-100,28205
28205,7,-225,28708
28708,4,0,28210
28210,3,-25,28213
28213,2,-100,27715
27715,5,-25,27717
27717,5,-25,27719
27719,3,-25,27721
27721,5,-25,27723
27723,7,-225,27724
27724,2,-100,27226
27226,4,0,27227
27227,7,-225,27229
27229,1,-225,26730
26730,6,-100,26731
26731,7,-225,26732
26732,1,-225,26233
26233,6,-100,26234
26234,6,-100,26235
26235,6,-100,26235
26235,7,-225,26236
26236,2,-100,25236
25236,1,-225,24736
24736,5,-25,24736
24736,5,-25,24235
24235,1,-225,23735
23735,1,-225,23233
23233,2,-100,22732
22732,1,-225,21729
21729,3,-25,21727
21727,5,-25,21225
21225,2,-100,20722
20722,7,-225,21219
21219,7,-225,21216
21216,1,-225,20713
20713,5,-25,20711
20711,5,-25,20708
20708,1,-225,20705
20705,5,-25,20702
20702,1,-225,20699
20699,7,-225,20696
20696,4,0,21193
21193,6,-100,21190
21190,7,-225,21688
21688,1,-225,21686
21686,7,-225,22184
22184,4,0,22182
22182,7,-225,23181
23181,4,0,23180
23180,4,0,23679
23679,1,-225,23678
23678,4,0,23677
23677,3,-25,23676
23676,4,0,24175
24175,6,-100,24675
24675,2,-100,24675
24675,6,-100,25176
25176,6,-100,26176
26176,3,-25,26177
26177,2,-100,26178
26178,5,-25,26679
26679,3,-25,26681
26681,2,-100,26682
26682,5,-25,27183
27183,7,-225,27685
27685,7,-225,28187
28187,4,0,28190
28190,4,0,28692
28692,6,-100,28695
28695,1,-225,28698
28698,2,-100,28700
28700,1,-225,28202
28202,2,-100,27705
27705,5,-25,28207
28207,7,-225,28209
28209,3,-25,28211
28211,5,-25,28214
28214,6,-100,28716
28716,6,-100,28719
28719,3,-25,28221
28221,7,-225,28724
28724,4,0,28226
28226,1,-225,27728
27728,6,-100,27730
27730,6,-100,27732
27732,2,-100,27234
27234,3,-25,26735
26735,6,-100,26736
26736,6,-100,26738
26738,3,-25,26239
26239,3,-25,25739
25739,3,-25,25240
25240,5,-25,25240
25240,4,0,24739
24739,3,-25,24239
24239,1,-225,23738
23738,3,-25,23237
23237,7,-225,23235
23235,2,-100,22233
22233,5,-25,22231
22231,2,-100,21729
21729,4,0,21227
21227,2,-100,20724
20724,4,0,20721
20721,6,-100,20718
20718,1,-225,20215
20215,7,-225,20711
20711,1,-225,20208
20208,1,-225,19705
19705,7,-225,20201
20201,1,-225,19698
19698,2,-100,19694
19694,3,-25,19690
19690,2,-100,19686
19686,2,-100,19182
19182,3,-25,19178
19178,7,-225,20175
20175,6,-100,20672
20672,1,-225,20669
20669,2,-100,20666
20666,1,-225,20663
20663,1,-225,20660
20660,3,-25,21157
21157,7,-225,22155
22155,1,-225,22153
22153,2,-100,22152
22152,2,-100,22650
22650,6,-100,23649
23649,7,-225,24149
24149,5,-25,25149
25149,3,-25,25649
25649,6,-100,26150
26150,3,-25,26651
26651,5,-25,27153
27153,7,-225,28155
28155,1,-225,28158
28158,4,0,28661
28661,7,-225,29664
29664,6,-100,30168
30168,5,-25,30672
30672,5,-25,31177
31177,1,-225,31181
31181,3,-25,31686
31686,3,-25,31690
31690,4,0,31695
31695,7,-225,32200
32200,1,-225,31705
31705,2,-100,31710
31710,3,-25,31214
31214,2,-100,30719
30719,5,-25,30723
30723,2,-100,30227
30227,6,-100,30731
30731,7,-225,30735
30735,7,-225,30738
30738,7,-225,30742
30742,4,0,30246
30246,1,-225,29249
29249,1,-225,28752
28752,2,-100,27754
27754,2,-100,27255
27255,6,-100,26757
26757,7,-225,26758
26758,6,-100,26259
26259,4,0,25760
25760,2,-100,25260
25260,7,-225,24759
24759,6,-100,24759
24759,5,-25,24259
24259,5,-25,23758
23758,1,-225,22756
22756,2,-100,22254
22254,4,0,21752
21752,4,0,21249
21249,5,-25,20746
20746,5,-25,20743
20743,6,-100,20740
20740,1,-225,19737
19737,2,-100,19233
19233,2,-100,18728
18728,6,-100,18724
18724,4,0,18219
18219,6,-100,18714
18714,3,-25,18210
18210,5,-25,18205
18205,7,-225,18701
18701,3,-25,18696
18696,5,-25,18692
18692,3,-25,18688
18688,3,-25,18684
18684,2,-100,18679
18679,2,-100,18675
18675,2,-100,18670
18670,5,-25,19166
19166,4,0,19663
19663,1,-225,19659
19659,5,-25,20156
20156,5,-25,21153
21153,7,-225,21651
21651,4,0,22149
22149,5,-25,23148
23148,1,-225,23147
23147,4,0,24146
24146,6,-100,24646
24646,3,-25,25146
25146,2,-100,25647
25647,3,-25,26147
26147,1,-225,26148
26148,3,-25,26649
25343,3,-25,24718
24718,3,-25,24218
24218,3,-25,24217
24217,3,-25,23717
23717,3,-25,23716
23716,3,-25,23214
23214,3,-25,23213
23213,3,-25,22711
22711,3,-25,22710
22710,3,-25,22208
22208,3,-25,22206
22206,3,-25,21704
21704,3,-25,21701
21701,3,-25,21699
21699,3,-25,21697
21697,3,-25,21694
21694,3,-25,21692
21692,3,-25,21689
21689,3,-25,21687
21687,3,-25,21684
21684,3,-25,21682
21682,3,-25,21680
21680,3,-25,21678
21678,3,-25,21675
21675,3,-25,22173
22173,3,-25,22171
22171,3,-25,22170
22170,3,-25,22668
22668,3,-25,22666
22666,3,-25,23165
23165,3,-25,23164
23164,3,-25,23663
23663,3,-25,23662
23662,3,-25,24162
24162,3,-25,24161
24161,3,-25,24661
24661,3,-25,25161
25161,5,-25,25662
